"pIC50","APC2D1_N_N","APC2D2_C_O","APC2D2_C_S","APC2D2_N_N","APC2D2_N_O","APC2D2_O_O","APC2D2_F_X","APC2D3_N_N","APC2D3_N_O","APC2D3_N_F","APC2D3_N_Cl","APC2D3_O_O","APC2D3_X_X","APC2D4_C_N","APC2D4_N_N","APC2D4_N_O","APC2D4_N_S","APC2D4_N_Cl","APC2D4_N_X","APC2D4_O_O","APC2D4_F_F","APC2D5_C_X","APC2D5_N_N","APC2D5_N_O","APC2D5_N_F","APC2D5_N_Cl","APC2D5_O_O","APC2D5_O_Cl","APC2D5_O_X","APC2D6_C_O","APC2D6_N_N","APC2D6_N_O","APC2D6_N_Cl","APC2D6_N_X","APC2D6_O_O","APC2D6_O_X","APC2D7_C_S","APC2D7_N_N","APC2D7_N_O","APC2D7_N_F","APC2D7_N_Cl","APC2D7_O_F","APC2D7_O_Cl","APC2D8_C_N","APC2D8_C_S","APC2D8_C_Cl","APC2D8_N_N","APC2D8_N_O","APC2D8_N_F","APC2D8_O_O","APC2D8_O_X","APC2D9_C_O","APC2D9_N_N","APC2D9_N_O","APC2D9_N_F","APC2D9_N_Cl","APC2D9_O_O","APC2D9_O_X","APC2D10_C_C","APC2D10_C_N","APC2D10_C_Cl","APC2D10_N_N","APC2D10_N_O","APC2D10_N_F","APC2D10_O_O","APC2D10_O_X"
5.30102999566398,0,3,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0
4.86012091359876,0,3,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
5.07572071393812,0,3,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6.46852108295774,0,7,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,3,0,3,0,2,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,6,0,0,0,0,0,0,10,0,0,0,0,0,1,0
7.79588001734407,0,8,0,0,1,1,0,0,0,2,0,0,0,3,0,1,0,0,0,3,1,6,0,2,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,4,6,0,0,0,0,0,0,10,1,0,0,0,0,1,0
8,0,5,2,0,1,1,3,0,0,2,0,0,0,3,0,0,1,0,0,0,1,15,0,2,0,0,2,0,2,4,0,0,0,0,0,2,2,0,1,0,0,0,0,2,1,0,0,0,0,0,4,5,0,0,3,0,1,0,10,0,0,0,0,0,0,0
8,0,6,2,0,1,1,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,6,0,2,0,0,2,0,2,4,0,0,0,0,0,2,2,0,1,0,0,0,0,2,1,0,0,0,0,0,4,5,0,0,0,0,1,0,11,0,0,0,0,0,0,0
6,0,3,2,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0
7.92081875395237,0,5,3,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,3,0,2,0,0,2,1,1,4,0,0,0,0,0,1,2,0,1,0,0,0,0,2,1,2,0,0,0,0,0,5,0,0,0,0,1,2,10,0,0,0,0,0,0,0
9,0,5,3,0,1,1,0,0,0,2,0,0,2,3,0,0,1,0,2,0,2,12,0,2,0,0,2,0,4,4,0,0,0,0,0,4,2,0,1,0,0,0,0,2,1,0,0,0,0,0,4,5,0,0,0,0,1,4,10,0,0,0,0,0,0,0
8.04575749056067,0,6,3,0,1,1,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,6,0,2,0,0,2,0,2,4,0,0,0,0,0,2,2,0,1,0,0,0,0,2,1,0,0,0,0,0,4,5,0,0,0,0,1,0,11,0,0,0,0,0,0,0
8.52287874528034,0,6,3,0,1,1,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,6,0,2,0,0,2,0,2,5,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,1,0,0,4,5,0,0,0,0,0,0,10,1,0,0,0,0,1,0
6.5185573714977,0,3,3,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0
8.69897000433602,0,5,3,0,1,1,3,0,0,2,0,0,0,3,0,0,1,0,0,0,1,12,0,2,0,0,2,0,2,5,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,1,0,0,4,5,0,0,0,0,0,0,10,0,0,0,0,3,1,0
7.92081875395237,0,2,0,0,0,1,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0,0
6.50584540598156,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,3,0,2,1,0,0,0,0,8,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
3.87289520163519,0,4,2,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0
7.74472749489669,0,4,4,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,8,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0,0
8.22184874961636,0,8,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,9,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,13,1,0,0,0,0,0,0
8.15490195998574,0,6,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,1,0,0,0
5.67778070526608,0,6,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,9,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8.30102999566398,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0
8.15490195998574,0,8,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,13,1,0,0,0,0,0,0
8.22184874961636,0,6,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,1,0,0,0
8,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0
8.15490195998574,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0
4.49485002168009,0,4,0,0,0,1,3,0,1,0,0,0,0,5,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6
4.2518119729938,0,4,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4.38721614328026,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,11,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
5.30980391997149,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,14,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
4.14266750356873,0,4,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
3.52143350440616,0,4,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0
4.36653154442041,0,6,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,9,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0
3.82102305270683,0,6,0,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1
3.51427857351842,0,6,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,10,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
6.67571754470231,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,8,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
3.87942606879415,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,8,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
6.56863623584101,0,4,0,0,0,1,3,0,1,0,0,0,0,4,0,0,0,0,0,2,0,7,0,2,0,0,0,0,0,11,0,0,1,4,0,0,0,0,0,0,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
5.39794000867204,0,6,0,0,0,1,3,0,1,0,0,0,0,4,0,0,0,0,0,2,0,7,0,3,0,0,0,0,0,9,0,0,1,1,3,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,9,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0
3.88605664769316,0,6,0,0,0,1,3,0,2,0,0,0,0,5,0,0,0,0,0,2,0,7,0,2,3,0,0,0,0,10,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
3.85078088734462,0,4,0,0,0,1,0,0,1,0,1,0,0,4,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,8,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
3.63827216398241,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,3,0,0,0,0,0,2,10,0,1,0,0,0,0,0
4.58502665202918,0,4,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,4,0,3,0,0,0,0,0
3.54821356447571,0,4,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
4.29242982390206,0,4,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
6.66354026615147,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
4.76955107862173,0,4,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
3.67366413907125,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
3.86646109162978,0,4,0,0,0,1,3,0,1,0,0,0,0,4,0,0,0,0,3,2,0,10,0,2,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
4.92081875395237,0,4,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.28033731698195,0,3,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4
3.38153350780092,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
3.98213228103649,0,6,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0
3.65797231191253,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0,0,0,0
3.53431978840172,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3.83654044823001,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
3.90903692340427,1,6,0,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,0
3.86966623150499,0,6,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,7,0,0,0,0,0,2,11,0,1,0,2,0,0,0
6.88605664769316,0,6,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,1,0
6.49485002168009,0,3,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0,0,0,1,0,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,0,0,0,0,0,0
6.88605664769316,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,7,2,2,0,0,0,0,0
6.69897000433602,0,3,0,0,1,0,0,0,0,0,0,0,1,3,1,3,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,7,2,3,0,0,0,0,1
6.72124639904717,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,1,1,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,7,2,1,0,0,0,0,1
7.65757731917779,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,1,1,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,3,0,0,0,0,0,1,7,2,2,0,0,0,0,0
4.06248210798265,0,3,0,0,1,0,3,0,0,0,0,0,0,3,1,3,0,0,3,1,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,3,0,0,0,0,0,0,7,2,1,0,0,0,0,1
5.81815641205523,0,3,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0,0,0,1,0,5,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,1,0,0,0,0,1
4.78251605578609,0,3,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0,0,0,1,0,7,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,3,0,0,0,0,0,2,7,2,4,0,0,0,0,0
6.48148606012211,0,3,0,0,1,0,0,0,0,0,1,0,1,3,1,3,0,0,0,1,0,7,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,7,2,3,0,0,0,0,1
6.69897000433602,0,5,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0,0,0,1,0,3,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,8,2,0,0,0,0,0,0
6.76955107862173,0,3,0,0,1,0,3,0,0,0,0,0,0,3,1,3,0,0,3,1,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,1,0,0,3,0,3,3,0,0,0,0,0,1,7,2,2,0,0,0,0,0
6.74472749489669,0,3,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0,0,0,1,0,5,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,7,2,2,0,0,0,0,0
7.27572413039921,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,2,0,0,0,0,0,0
7.04575749056067,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,0,0,0,0,0,0
6.93181413825384,0,3,0,0,1,0,3,0,0,0,0,0,0,3,1,3,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,3,0,3
6.15490195998574,0,2,0,1,2,1,0,0,0,0,0,0,0,6,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,4
6.30102999566398,1,6,0,0,0,1,0,0,1,0,0,0,0,7,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,12,0,2,0,0,0,0,0
5.25963731050576,0,3,0,0,1,1,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,3,1,2,0,0,0,0,4,2,0,0,0,0,0,0
7,0,3,0,0,1,1,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,3,1,2,0,0,0,0,5,2,0,0,0,0,0,0
6.82390874094432,0,8,1,0,1,3,3,0,0,0,0,0,0,3,1,3,0,0,0,1,0,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,3,0,0,4,0,1,0,0,3,0,2,0,0,0,0,0,0,3
7.03151705144607,0,10,1,0,1,4,3,0,0,0,0,0,0,4,1,3,0,0,0,3,0,6,0,3,0,0,0,0,0,11,0,0,0,0,4,0,1,0,2,0,0,6,0,2,1,0,0,0,3,0,0,6,0,3,0,0,5,0,3,1,0,0,0,0,0,3
7.13667713987954,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,2,0,0,2,0,9,3,0,0,0,0,0,0
6.95860731484177,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,1,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,5,0,2,1,0,2,0,9,3,0,0,0,0,0,0
7.2839966563652,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,3,0,2,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,5,0,2,0,0,2,1,9,3,2,0,0,0,0,0
7.50863830616573,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,2,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,5,0,2,0,0,2,0,9,3,1,0,0,0,0,1
7.34678748622466,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,1,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,5,0,2,0,1,2,0,9,3,1,0,0,0,0,0
7.56863623584101,0,7,0,0,1,1,3,0,0,0,0,0,0,4,1,3,0,0,0,1,0,6,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,2,0,0,2,6,10,3,0,0,0,3,1,0
6.70333480973847,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,2,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,5,0,2,0,0,2,0,9,3,0,0,0,0,0,1
7.50863830616573,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,1,4,0,2,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,5,0,2,1,0,2,1,9,3,0,0,0,0,0,0
7.39794000867204,0,5,0,0,1,1,0,0,0,0,0,0,0,6,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,2,0,7,5,0,0,0,0,0,0
7.30980391997149,0,5,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,1,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,0,2,1,0,2,0,11,3,0,0,0,0,0,0
6.82390874094432,0,5,0,0,1,1,0,0,0,0,0,0,0,6,1,3,0,0,0,1,0,1,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,4,0,3,1,0,2,0,7,5,0,0,0,0,0,0
7.01322826573375,0,5,0,0,1,1,0,0,0,0,0,0,1,4,1,3,0,0,0,1,0,3,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,2,5,0,2,1,0,2,0,9,3,0,0,0,0,0,1
6.86327943284359,0,5,0,0,1,1,0,0,0,0,0,0,2,4,1,3,0,0,0,1,1,5,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,2,0,2,5,0,2,1,0,2,0,9,3,0,0,0,0,0,2
7.18045606445813,0,7,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,2,0,2,0,0,0,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,6,0,2,1,0,3,0,10,3,0,0,0,0,0,0
7.22914798835786,0,8,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,8,0,2,0,0,2,0,11,4,0,0,0,0,1,0
