"pIC50","SubFPC1","SubFPC2","SubFPC3","SubFPC5","SubFPC9","SubFPC13","SubFPC18","SubFPC49","SubFPC84","SubFPC85","SubFPC88","SubFPC100","SubFPC133","SubFPC135","SubFPC136","SubFPC137","SubFPC171","SubFPC172","SubFPC179","SubFPC180","SubFPC183","SubFPC275","SubFPC279","SubFPC287","SubFPC295","SubFPC302","SubFPC303","SubFPC307"
3.87289520163519,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,1,2,0,2,7,1,0,20
7.74472749489669,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,1,0,2,7,3,0,22
8.22184874961636,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,1,0,2,7,3,0,22
8.15490195998574,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,1,0,2,6,1,0,22
5.67778070526608,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,1,0,2,6,1,0,16
8.30102999566398,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,1,0,2,5,1,0,22
8.15490195998574,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,2,7,3,0,22
8.22184874961636,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,2,6,1,0,22
8,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,2,5,1,0,22
8.15490195998574,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,1,0,2,4,1,0,22
4.49485002168009,2,0,0,0,3,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,2,5,2,0,17
4.2518119729938,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,2,5,1,0,16
4.38721614328026,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,1,0,16
5.30980391997149,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,1,0,16
4.14266750356873,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,1,0,16
3.52143350440616,2,1,1,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,3,0,17
4.36653154442041,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,7,2,0,16
3.82102305270683,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,7,2,0,16
3.51427857351842,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,7,2,0,16
6.67571754470231,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,1,0,16
3.87942606879415,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,1,0,16
6.56863623584101,0,0,0,0,3,0,0,0,1,0,1,0,0,1,1,3,1,0,0,0,0,1,0,2,5,2,0,17
